22.0	1.60871408
23.0	1.64613540
24.0	1.66461479
25.0	1.69863845
26.0	1.73479767
27.0	1.76067875
28.0	1.80196901
29.0	1.84177762
30.0	1.90044970
31.0	1.94143318
32.0	2.02251162
33.0	2.05749415
34.0	2.10710320
35.0	2.15677240
36.0	2.19184846
37.0	2.21691729
38.0	2.22561613
39.0	2.24457265
40.0	2.24215798
41.0	2.25211786
42.0	2.25593634
43.0	2.24493360
44.0	2.23789671
45.0	2.23080314
46.0	2.21981757
47.0	2.20291227
48.0	2.16928333
49.0	2.14076103
50.0	2.10845329
51.0	2.07658823
52.0	2.01538389
53.0	1.97032273
54.0	1.93714832
55.0	1.87935392
56.0	1.84678343
57.0	1.81913487
58.0	1.76597541
59.0	1.71970522
60.0	1.69947315
61.0	1.66395433
62.0	1.63075874
63.0	1.60166859
64.0	1.58362077
65.0	1.57532115
66.0	1.56079114
67.0	1.54337128
68.0	1.52526415
69.0	1.51938854
70.0	1.52899670
71.0	1.50417723
72.0	1.49157850
73.0	1.46766391
74.0	1.45341153
75.0	1.44068368
76.0	1.42267271
77.0	1.42043314
78.0	1.41282809
79.0	1.38652140
80.0	1.36641174
81.0	1.35379866
82.0	1.33826115
83.0	1.31448659
84.0	1.28844271
85.0	1.25700741
86.0	1.24993517
87.0	1.23918007
88.0	1.23631223
89.0	1.22705897
90.0	1.19933454
